,created_at,text,user_followers_count,retweet_count,favorite_count,hashtags
0,2016-12-29,Happy birthday to say you when I see you (here's a pretty sky photo),36,0,0,[]
7,2016-12-29,"I can smile, and its not. I have people that make me really happy and im really glad i have them in my life.",1376,0,0,[]
11,2016-12-29,luh HAHAHAHAHAHAHA,124,0,0,[]
16,2016-12-29,@Baelizean word?,3628,0,0,[]
17,2016-12-29,GURUS Invoke Lack Of Trust. We Are Here To Provide #trust and #success Together. Try Out Our FREE Trial https://t.co/o5jPBI31mL,2574,0,0,"[{'text': 'trust', 'indices': [51, 57]}, {'text': 'success', 'indices': [62, 70]}]"
23,2016-12-29,"Want to get astonished with the type of work we do. Visit our website https://t.co/6GxbY2Z1KY
#EADCosmos #SocialMedia #Digital #Marketing",21,0,0,"[{'text': 'EADCosmos', 'indices': [94, 104]}, {'text': 'SocialMedia', 'indices': [105, 117]}, {'text': 'Digital', 'indices': [118, 126]}, {'text': 'Marketing', 'indices': [127, 137]}]"
26,2016-12-29,The Introvert's Guide to Running a Meeting https://t.co/6B9ZnvD9lb via @hubspot #inbound #marketing https://t.co/TjZt3qPpUD,4891,0,0,"[{'text': 'inbound', 'indices': [80, 88]}, {'text': 'marketing', 'indices': [89, 99]}]"
27,2016-12-29,"Matthew 5:44 
But I say to you, Love your enemies and pray for those who persecute you,

#teamjesus https://t.co/SC9kb9ehvC",69048,0,0,"[{'text': 'teamjesus', 'indices': [89, 99]}]"
31,2016-12-29,"RT @syeddoha: #EsDeeDial a BDFONES watch, Yeah we have that too.",2,0,0,"[{'text': 'EsDeeDial', 'indices': [14, 24]}]"
35,2016-12-29,I posted a new photo to Facebook https://t.co/5F467kAo1u,3506,0,0,[]
42,2016-12-29,Great and promising bonanza participate amazing contest and win flipkart vouchers  #NewYearWith9Apps @9Appscom here https://t.co/CDpjAgE5ux,8202,0,0,"[{'text': 'NewYearWith9Apps', 'indices': [83, 100]}]"
45,2016-12-29,RT @norm: 2016 was the tin of cookies that turned out to be filled with sewing supplies.,640,0,0,[]
49,2016-12-29,"@ThatDudeMCFLY I just feel like you're trolling. Where do you get this plate, I'll even pay, I gotta see this, Imma get the Ckn doe",610,0,0,[]
56,2016-12-29,@NCMTRBL saan po tayo? *widens eyes*,31,0,0,[]
61,2016-12-29,RT @BrysonTlIIer: ruin my life baby,1025,0,0,[]
62,2016-12-29,@Vaannessac_ @KentleeChhim_ scoop me vannesa,873,0,0,[]
67,2016-12-29,@BARE4BRAYDEN Good 2 Kno where u stand,191,0,0,[]
69,2016-12-29,"RT @syeddoha: #EsDeeDial a BDFONES watch, Yeah we have that too.",12,0,0,"[{'text': 'EsDeeDial', 'indices': [14, 24]}]"
87,2016-12-29,Mood https://t.co/zftmGnR8ez,4953,0,0,[]
100,2016-12-29,"I have been on Twitter for 5 years, 10 months, 13 days (since 15 Feb 2011).
And you? https://t.co/4IjeEinbZD",1465,0,0,[]
106,2016-12-29,RT @TamrenMekhii: Ask and Confess https://t.co/fatkh9uN8h,823,0,0,[]
109,2016-12-29,@jaeeorwhatever #issafucknocusimheretostay,1528,0,0,"[{'text': 'issafucknocusimheretostay', 'indices': [16, 42]}]"
115,2016-12-29,#crossfit membership contract template concrete breaker hammer,23,0,0,"[{'text': 'crossfit', 'indices': [0, 9]}]"
116,2016-12-29,"RT @syeddoha: #EsDeeDial a BDFONES watch, Yeah we have that too.",0,0,0,"[{'text': 'EsDeeDial', 'indices': [14, 24]}]"
123,2016-12-29,edi inyo na pera ko,1780,0,0,[]
125,2016-12-29,#NP Ethology @1ethology - 1. Psalm Of Worship | #HearFDR | https://t.co/zUf2bFAJo7,18479,0,0,"[{'text': 'NP', 'indices': [0, 3]}, {'text': 'HearFDR', 'indices': [48, 56]}]"
128,2016-12-29,Southwest Supervisor responding to '13 - Prowler' at 700 blk Cedar Hill Ave | Beat 413 | https://t.co/HhZh2xrY9j | 01:57,1283,0,0,[]
131,2016-12-29,I added a video to a @YouTube playlist https://t.co/dfuttcAzmw I Will Possess Your Heart (Album Version video),16,0,0,[]
136,2016-12-29,RT @princessjaaaa: I wanna be someone's #1 priority,882,0,0,[]
138,2016-12-29,#TeamEXO #SOOMPIAWARDS HAHAHAHAHHAHAAHA,50,0,0,"[{'text': 'TeamEXO', 'indices': [0, 8]}, {'text': 'SOOMPIAWARDS', 'indices': [9, 22]}]"
148,2016-12-29,Worldwide Fav Artist Award #TeamGOT7 https://t.co/4E0hum6hvR,61,0,0,"[{'text': 'TeamGOT7', 'indices': [27, 36]}]"
149,2016-12-29,https://t.co/43HjbJlZJY,329,0,0,[]
153,2016-12-29,Drone Explores Beautiful Ice Caves #quadcopters https://t.co/1lPiOxY0jr,23,0,0,"[{'text': 'quadcopters', 'indices': [35, 47]}]"
158,2016-12-29,You Don't Know x Tank x Wale,8690,0,0,[]
159,2016-12-29,RT @Wacky_guy: We define Love in the way we experience it !!,7637,0,0,[]
171,2016-12-29,Canola oil is very beneficial when it comes to warding off skin problems like eczema and acne that are persistent... https://t.co/BVWm0Xoe9D,721,0,0,[]
175,2016-12-29,"Dok, ini hasil #Foto rontgen tulang saya yg patah Tenang, Pak Ntar sy perbaiki pake photoshop, 5 mnt beres koq O_o #MenarikBanget",10778,0,0,"[{'text': 'Foto', 'indices': [15, 20]}, {'text': 'MenarikBanget', 'indices': [115, 129]}]"
182,2016-12-29,"RT @syeddoha: #EsDeeDial a BDFONES watch, Yeah we have that too.",0,0,0,"[{'text': 'EsDeeDial', 'indices': [14, 24]}]"
185,2016-12-29,@frankanthonyy_ I'm pretty darn cute dude,749,0,0,[]
189,2016-12-29,"@mandirifiesta A. Uang tunai di handphone, mandiri saja",424,0,0,[]
197,2016-12-29,Drone Explores Beautiful Ice Caves #quadcopters https://t.co/1lPiOxY0jr,23,0,0,"[{'text': 'quadcopters', 'indices': [35, 47]}]"
204,2016-12-29,I'll never get tired of laughing with u #TeamGOT7,39,0,0,"[{'text': 'TeamGOT7', 'indices': [40, 49]}]"
206,2016-12-29,RT @12345enamul: https://t.co/hbKFagwU9C,2767,0,0,[]
211,2016-12-29,RT @Stevoptweets: No one truly cares for me.,262,0,0,[]
221,2016-12-29,RT @mileysbae: 3. ok this had to have been the FUNNIEST video of 2016 https://t.co/2qzXxmgP4M,862,0,0,[]
223,2016-12-29,RT @lsolatedVocaIs: This is beautiful https://t.co/9h8zraxqaM,1036,0,0,[]
224,2016-12-29,Si boy dakot hahahahaha #TeamGOT7 https://t.co/EvuyD4wE4j,209,0,0,"[{'text': 'TeamGOT7', 'indices': [24, 33]}]"
228,2016-12-29,"If you don't pass your values on to your kids, someone else will. - @FSonnenberg #quote via @LollyDaskal",1313,0,0,"[{'text': 'quote', 'indices': [81, 87]}]"
230,2016-12-29,@alyatul_husna Kenapa esok? bukan 31kaa lol,98,0,0,[]
231,2016-12-29,@Trmpwin 2 pairs of idle hands doing the devils' work...,4647,0,0,[]
239,2016-12-29,that fruit shit is fuckin aggravating..,2130,0,0,[]
241,2016-12-29,RT @idolsinteract: rania + lovelyz https://t.co/msw5CUHU7D,1387,0,0,[]
245,2016-12-29,"Oh, then that system supports only a few big planes or that too is not possible in present cindition. https://t.co/02KcB3xABW",1180,0,0,[]
260,2016-12-29,RT @AhmedNarysh: live: Social category ga hadhaafa huri flat thakeh Gaakoshi adhi Arabiyya akee: @MMuizzu #HousingMinistry,232,0,0,"[{'text': 'HousingMinistry', 'indices': [106, 122]}]"
261,2016-12-29,RT @420CODGOD: Here's the pics I got from the show #walmartHC http://t.co/aZ4qnvUYm0,254,0,0,"[{'text': 'walmartHC', 'indices': [51, 61]}]"
265,2016-12-29,Build a file uploader on your Raspberry Pi so you can add files from anywhere: https://t.co/aqsoeB30uI https://t.co/r1uLQt1fqa,3640211,0,0,[]
283,2016-12-29,i got those big ol kinfirm feels for chirrut before i even saw the movie i saw the asian dude in the trailer and i was like. me. me,357,0,0,[]
284,2016-12-29,RT @sarahjeong: like so much of this tragedy would have been prevented with better women's health coverage,843,0,0,[]
289,2016-12-29,Remember This Viral Photo Of Parents Who Had 6 Babies? This Is How They Look NOW! #sp https://t.co/M0nKJhz5F9,58110,0,0,"[{'text': 'sp', 'indices': [82, 85]}]"
291,2016-12-29,For the most part no https://t.co/PvlHVmrH6T,1607,0,0,[]
293,2016-12-29,@MikeyFnBrennan I am waiting you stream and I really want to be moderator,42,0,0,[]
297,2016-12-29,@maeatmong Cuma jadi yang kedua. Gapapa mah:(,789,0,0,[]
299,2016-12-29,"RT @GloGoal: Smokey eyes expectation vs reality
 https://t.co/DK4KEzWART",683,0,0,[]
300,2016-12-29,"@JasonKander @realDonaldTrump The Trump in Winter: ""I'm Putin's favorite, that's what counts!"" https://t.co/1wfQnwqI2g",121,0,0,[]
303,2016-12-29,I'm just gonna count Rtj3 as a 2017 album cuz they'd mess up my top 5 if I included them and I wouldn't know who to bump off,583,0,0,[]
305,2016-12-29,Top Challenges Facing #HR Directors Of Global Firms In 2017 https://t.co/Zpw14tl7ur,2484,0,0,"[{'text': 'HR', 'indices': [22, 25]}]"
310,2016-12-29,BP buys Woolworths fuel unit in Australia for $1.3 billion https://t.co/dCtVnOLOQY,722,0,0,[]
315,2016-12-29,RT @warriors: 40+ points in the first quarter ... NICE!!! https://t.co/dwjh1epIMC,1182,0,0,[]
319,2016-12-29,RT @TimeIapsevids: music is what feelings sound like https://t.co/7cHFogYpk7,566,0,0,[]
321,2016-12-29,"I have been on Twitter for 2 years, 11 months, 18 days (since 11 Jan 2014).
And you? https://t.co/aaww0kZ6He",52,0,0,[]
323,2016-12-29,RT @Thedeepsnap: https://t.co/ZSdrCHwpF2,189,0,0,[]
329,2016-12-29,government jobs in uttarakhand 2017 https://t.co/qa7PnF6DMT,0,0,0,[]
330,2016-12-29,RT @MidwstHotMess: Quote tweet this with how much (total) debt you have. I need to feel better about mine.,1322,0,0,[]
332,2016-12-29,"Titanfall 2 - Mission 4: ""Into The Abyss"" | Full Game Twitch Livestream: https://t.co/stYbhdTFoe via @YouTube",745,0,0,[]
340,2016-12-29,KJFK 290751Z 09004KT 10SM OVC250 M01/M07 A3009 RMK AO2 PRESFR SLP189 T10111067,98,0,0,[]
345,2016-12-29,"s  e  h  u  n

#TeamEXO",114,0,0,"[{'text': 'TeamEXO', 'indices': [15, 23]}]"
350,2016-12-29,#The reason... #Quote #Love #Beauty #Life #Style #Motivation #Instagood https://t.co/Kh0k2fKEW1,17482,0,0,"[{'text': 'The', 'indices': [0, 4]}, {'text': 'Quote', 'indices': [15, 21]}, {'text': 'Love', 'indices': [22, 27]}, {'text': 'Beauty', 'indices': [28, 35]}, {'text': 'Life', 'indices': [36, 41]}, {'text': 'Style', 'indices': [42, 48]}, {'text': 'Motivation', 'indices': [49, 60]}, {'text': 'Instagood', 'indices': [61, 71]}]"
353,2016-12-29,Photos That Would Make No Sense Without Photoshop https://t.co/URlfrvcx78,1946,0,0,[]
354,2016-12-29,"IndosatCare: thomaswijaya37 Bisa infokan nama, nomor dan screen shoot keterangannya. Thanks ^Dila",5,0,0,[]
358,2016-12-29,"New!!! ""On My Mid-South Sh!t 4"" - @djshaboo @BigHeff  / https://t.co/H2nLi6GbHb               / #HustleSquadDJs #NerveDJs @DramaboyG",7312,0,0,"[{'text': 'HustleSquadDJs', 'indices': [96, 111]}, {'text': 'NerveDJs', 'indices': [112, 121]}]"
359,2016-12-29,#Be a... #Quote #Love #Beauty #Life #Style #Motivation #Instagood https://t.co/BR73Gfamoa,17482,0,0,"[{'text': 'Be', 'indices': [0, 3]}, {'text': 'Quote', 'indices': [9, 15]}, {'text': 'Love', 'indices': [16, 21]}, {'text': 'Beauty', 'indices': [22, 29]}, {'text': 'Life', 'indices': [30, 35]}, {'text': 'Style', 'indices': [36, 42]}, {'text': 'Motivation', 'indices': [43, 54]}, {'text': 'Instagood', 'indices': [55, 65]}]"
368,2016-12-29,@G0OdC0mpany lol,236,0,0,[]
379,2016-12-29,@kylekriegerhair for @spokeandweal #swsf #tjhazzardhair @ Spoke &amp; Weal SF https://t.co/Yhww9ThcDe,156,0,0,"[{'text': 'swsf', 'indices': [35, 40]}, {'text': 'tjhazzardhair', 'indices': [41, 55]}]"
386,2016-12-29,"RT @Breaking911: The creator of the Red Solo Cup, Robert Hulseman, died today at the age of 84 - KDFW https://t.co/kkhSo71HWh",282,0,0,[]
393,2016-12-29,"I have been on Twitter for 3 years, 8 months, 17 days (since 13 Apr 2013).
And you? https://t.co/LFgYuFK00a",1702,0,0,[]
395,2016-12-29,#NowPlaying COLE BOYZ - Come Home With Me on #HebrewIsraeliteRadioNetwork. Logon now at https://t.co/gv8QSqBHUl,62,0,0,"[{'text': 'NowPlaying', 'indices': [0, 11]}, {'text': 'HebrewIsraeliteRadioNetwork', 'indices': [45, 73]}]"
396,2016-12-29,LIES LIES LIES https://t.co/y5WkI1sd1q,2051,0,0,[]
398,2016-12-29,"I know I messed up and it might be over but let me call you when I'm sober 
I'm a dandelion you're a four leaf clover",153,0,0,[]
416,2016-12-29,404  #BestNewsPk,3690,0,0,"[{'text': 'BestNewsPk', 'indices': [5, 16]}]"
417,2016-12-29,Seems like it's only having your ears pierced not normal anymore,408,0,0,[]
421,2016-12-29,"I prefer to distance myself when I'm mad Bc I could be the most heartless person you'll ever meet , and you're gonna hate me for that lol",294,0,0,[]
422,2016-12-29,"The rush of the holidays may be dissipating, allowing you to t... More for Libra https://t.co/0zOg72RNiG",47,0,0,[]
435,2016-12-29,Dixie Stampede Coupons &amp; Tips for Visiting the Pigeon Forge Dinner Show - https://t.co/OiamAN6WYR,3244,0,0,[]
441,2016-12-29,"RT @NDH___: I gotta thang for bitches, ion really hang with bitches... but if you see me with 'em 9/10 I done banged them bitches.",1410,0,0,[]
442,2016-12-29,RT @FatihSeferagic: Surah Yusuf https://t.co/Hj2sPSOk30,76,0,0,[]
443,2016-12-29,"Debbie @_FuckForFree 
Find her at https://t.co/TIXGH0bFPX
#freefuck #sexdating https://t.co/xni4y0SpRV",20,0,0,"[{'text': 'freefuck', 'indices': [58, 67]}, {'text': 'sexdating', 'indices': [68, 78]}]"
444,2016-12-29,#erotic #sextoys #babes Click my user name  to view the image and get free sex toys https://t.co/SHicdHVyMN,47,0,0,"[{'text': 'erotic', 'indices': [0, 7]}, {'text': 'sextoys', 'indices': [8, 16]}, {'text': 'babes', 'indices': [17, 23]}]"
446,2016-12-29,2016 is my year of losing people and it needs to fucking end.,719,0,0,[]
455,2016-12-29,RT @nikkirealpretty: I don't got time for that tell me what you have always wanted to tell me before the year is over,850,0,0,[]
456,2016-12-29,RT @EVlLNESS: my bitch she sad and boujee,190,0,0,[]
457,2016-12-29,Mc-ing with got7  #TeamGOT7 https://t.co/roAgpFBZ1u,46,0,0,"[{'text': 'TeamGOT7', 'indices': [18, 27]}]"
458,2016-12-29,#ruinedorgasms #bbwdomme #bossybitch #striptease #theboss watch this clip at https://t.co/ZAOpLzZoFb https://t.co/moUXZKcvhB,7196,0,0,"[{'text': 'ruinedorgasms', 'indices': [0, 14]}, {'text': 'bbwdomme', 'indices': [15, 24]}, {'text': 'bossybitch', 'indices': [25, 36]}, {'text': 'striptease', 'indices': [37, 48]}, {'text': 'theboss', 'indices': [49, 57]}]"
460,2016-12-29,415  #BestNewsPk,2414,0,0,"[{'text': 'BestNewsPk', 'indices': [5, 16]}]"
461,2016-12-29,An Accounting graduate + Chartered (or in view) and in need of a job? Send CV to careers@ipigroupng.com. Location is Lagos.,9172,0,0,[]
462,2016-12-29,@MissNycbitch I wish you'd teach me a lesson!,844,0,0,[]
463,2016-12-29,"RT @Anxietysss: You're my once upon a time, but I guess I'm not your happily-ever-after.",7613,0,0,[]
464,2016-12-29,The best things in life https://t.co/FqxXJtslvk,2017,0,0,[]
469,2016-12-29,https://t.co/8Mj6AHdBry Crush Social Anxiety - How To Attract Even More Friends $33.00 https://t.co/fFYmFLekjD... https://t.co/yCowvY2Pyr,1323,0,0,[]
471,2016-12-29,"Game 0, Turn 6: B7 to B6. You may submit moves for white now. https://t.co/KJWLtNWaBk",1,0,0,[]
474,2016-12-29,Want to suck some perky pussy and wank? it's the right time! Check it yourself! https://t.co/qrpVlgrnME https://t.co/GpoFGzYKUd,2107,0,0,[]
477,2016-12-29,RT @Art_FeeIs: your eyes they just light up the sky https://t.co/5PpU1CxCYW,112,0,0,[]
478,2016-12-29,#RadioAlert Expand #WuWorldRadio https://t.co/FOwCdAQTSA #WuBlitz c/o @DJCincoPBeatz @wuworldwidedjs  @Devi8tors @FABULOUSFRE34 #1000Network,2874,0,0,"[{'text': 'RadioAlert', 'indices': [0, 11]}, {'text': 'WuWorldRadio', 'indices': [19, 32]}, {'text': 'WuBlitz', 'indices': [57, 65]}, {'text': '1000Network', 'indices': [128, 140]}]"
479,2016-12-29,@ShitpostBot5000 it's alive,30,0,0,[]
480,2016-12-29,RT @CondorMason: A wonderful pairing if ever I saw one https://t.co/iqg0eNU0C8,737,0,0,[]
489,2016-12-29,https://t.co/0l8Sc3H5bo,41,0,0,[]
490,2016-12-29,Everyday Hero: Abilene woman 'backs the badge' #HiTechCJ https://t.co/opy6LkKPUy,42902,0,0,"[{'text': 'HiTechCJ', 'indices': [47, 56]}]"
498,2016-12-29,#porn #sex #boobs https://t.co/pVq1JEdDRS,52,0,0,"[{'text': 'porn', 'indices': [0, 5]}, {'text': 'sex', 'indices': [6, 10]}, {'text': 'boobs', 'indices': [11, 17]}]"
502,2016-12-29,RT @dtboyg: i tried this ... &amp; got curved https://t.co/6fTB5QPQzb,1137,0,0,[]
517,2016-12-29,112 !!,4275,0,0,[]
521,2016-12-29,"RT @PapaJackQuote: Everyday, you have to tell yourself that you're enough; good enough, strong enough, just enough.",424,0,0,[]
522,2016-12-29,@heaIergod WAIT KALMA YUNG BAHAG KO,16804,0,0,[]
532,2016-12-29,Clutch Canadian4 played State of Decay: Year-One (Xbox One) in the last 24 hours https://t.co/ujZzbT2YII #exophase,209,0,0,"[{'text': 'exophase', 'indices': [105, 114]}]"
534,2016-12-29,RT @jnthnwll: keep gentrifying our neighborhoods and tearing down the basketball courts and you could be next https://t.co/uQ6cmb1hSF,483,0,0,[]
537,2016-12-29,Eddy Raven - I'm Gonna Get You https://t.co/T4V9AFBTqI #GreatestCountryMusic #KSSL,145,0,0,"[{'text': 'GreatestCountryMusic', 'indices': [55, 76]}, {'text': 'KSSL', 'indices': [77, 82]}]"
540,2016-12-29,@maekjuwachikin this is your chwihyangjeogyeok https://t.co/nY1HhbtNC3,421,0,0,[]
549,2016-12-29,"Gloves, Bottles... Fitness Acccessories https://t.co/Zjy2oEgPRA #FlipkartBigShoppingDays",3,0,0,"[{'text': 'FlipkartBigShoppingDays', 'indices': [64, 88]}]"
550,2016-12-29,RT @honeyfics: @aubrey_garland listenndnd i love you ur welcome &lt;3,691,0,0,[]
557,2016-12-29,Back to my old and forever love. #TeamSuperJunior #SOOMPIAWARDS,92,0,0,"[{'text': 'TeamSuperJunior', 'indices': [33, 49]}, {'text': 'SOOMPIAWARDS', 'indices': [50, 63]}]"
563,2016-12-29,Indoor Games Sports &amp; Fitness Gear https://t.co/arTvGhE6zd #FlipkartBigShoppingDays,3,0,0,"[{'text': 'FlipkartBigShoppingDays', 'indices': [63, 87]}]"
564,2016-12-29,"RT @BurnedSaImon: ""fuck i have no insult""
&gt;looks at avi
&gt;sees anime
""i got an idea!""",232,0,0,[]
583,2016-12-29,454  #BestNewsPk,3008,0,0,"[{'text': 'BestNewsPk', 'indices': [5, 16]}]"
587,2016-12-29,RT @BigSean: taking no L's in 2017,1334,0,0,[]
588,2016-12-29,RT @ItsMeAiraXD: No one is listening until you make a mistake.,13093,0,0,[]
589,2016-12-29,RT @wolveIa: your @ https://t.co/iPXhYR3F8o,1134,0,0,[]
592,2016-12-29,RT @___madiiiii: Power https://t.co/6b8QLi72LE,1214,0,0,[]
593,2016-12-29,https://t.co/Oy1ANXVC1S,242,0,0,[]
594,2016-12-29,LIVE STUDIO SESSIONS https://t.co/HiDWYs8bpV https://t.co/jLos8l9Mnu,403,0,0,[]
596,2016-12-29,"@LilPimpGoesRawr [leans in pressing a kiss to my sons forehead, I smile, watching him sleep for just a bit, before going out to find&gt;",45,0,0,[]
597,2016-12-29,@jenbren1976 what?! Oh bloody hell I missed that as well then,444,0,0,[]
598,2016-12-29,RT @SexTaIk: When you see another girl looking at your bae https://t.co/xlpkb51gH1,1401,0,0,[]
600,2016-12-29,RT @omnimomento: Some people are meant to be alone and others are not. It's really all about what makes your life meaningful.,208,0,0,[]
601,2016-12-29,"RT @caeso6c: i'm sad, but I'm laughing.",424,0,0,[]
604,2016-12-29,"RT @Louis_Tomlinson: Always in my heart @Harry_Styles . Yours sincerely, Louis",1640,0,0,[]
605,2016-12-29,@MrSteveAnderson was needed. I think I am just still in love with Stranger Things.,1248,0,0,[]
611,2016-12-29,2 people followed me and 3 people unfollowed me // automatically checked by https://t.co/KcjxFA2Xbq,1573,0,0,[]
612,2016-12-29,RT @RideShareBuzz: FREE #Uber ride #UberCode (up to $20). Sign up using link: https://t.co/zaayKiuV6x https://t.co/T9W9ZCc9lL,73,0,0,"[{'text': 'Uber', 'indices': [24, 29]}, {'text': 'UberCode', 'indices': [35, 44]}]"
613,2016-12-29,@yuma_100722 @REOLLL_Yoshipy,341,0,0,[]
616,2016-12-29,RT @PTTGamer: Remember. Real heroes are never as polished as the legends that surround them. #AnimeRight https://t.co/b666jDaHGK,131698,0,0,"[{'text': 'AnimeRight', 'indices': [93, 104]}]"
618,2016-12-29,"""Kylie Jenner lips"" aren't going to matter when you're 80",248,0,0,[]
624,2016-12-29,"A.J. Fernandez Opens New Factory, Producing 601 Brand | News &amp; Features https://t.co/WXQe47BH7s",548,0,0,[]
626,2016-12-29,@sympharmercy you WHAT,800,0,0,[]
630,2016-12-29,RT @ClarkHoops: First game of #EnergyClassic is a win for @ClarkChargers. https://t.co/qqo8RGfWyo,562,0,0,"[{'text': 'EnergyClassic', 'indices': [30, 44]}]"
632,2016-12-29,"RT @suchitha_patil: Qualities of a good #sales #manager

 https://t.co/19aK2CvRNh https://t.co/fFITcqFwSS",62,0,0,"[{'text': 'sales', 'indices': [40, 46]}, {'text': 'manager', 'indices': [47, 55]}]"
636,2016-12-29,"i have to say, I'm breaking free from you, it feels good not to love again.",122,0,0,[]
637,2016-12-29,Great Game But No Offense! LSU VS BAMA LIVE FROM TIGER STADIUM - https://t.co/6QTaQLClct https://t.co/BNgmPfJEuV,17,0,0,[]
645,2016-12-29,RT @officialDannyT: Yes sir! https://t.co/2lVbsLBokC,285,0,0,[]
659,2016-12-29,#20INDONESIAMPUH 25 DESEMBER 2016 @MusicaStudios @WarnerMusicID @smm_records @SonyMusicID @kobra_musik... https://t.co/yye7C2H29Z,5746,0,0,"[{'text': '20INDONESIAMPUH', 'indices': [0, 16]}]"
661,2016-12-29,RT @jameswaless: 15 Cancer Symptoms Women Should Never Ignore https://t.co/I0kHQMGdNk https://t.co/iEDtfTmexa,74019,0,0,[]
669,2016-12-29,Fawad Khan battles it out with Lays as Oye Hoye's mascot Oonchi https://t.co/oXWaLtUmR9,424,0,0,[]
674,2016-12-29,@snapbackrehab ME TOO BUT U ALREADY KNOW THAT,501,0,0,[]
676,2016-12-29,"RT @Dory: ""your order has been shipped""

me: https://t.co/o5XYOL02Pc",184,0,0,[]
677,2016-12-29,Yes https://t.co/jOS0sZqrYZ,5540,0,0,[]
683,2016-12-29,"JNECare: NovenAndrian Sama - sama Sist, admin mhn maaf utk kendalanya dan terima kasih telah menggunakan jasa JNE ya. Trims ^Nevala",2,0,0,[]
689,2016-12-29,@pureazn_ @friedsalad https://t.co/stfbbBQD9O,152,0,0,[]
691,2016-12-29,"Telkomsel: wahyudialdiano Tidak, Mas. Silakan mention baru sebanyak-banyaknya agar kesempatan menang lebih besar :) -Ria",4,0,0,[]
697,2016-12-29,RT @deepfriedtitty: that fat son of a bitch didnt have to do him like that,2356,0,0,[]
698,2016-12-29,"We used to be close friends, I wish I had something juicy to say, but I don't think about him much anymore https://t.co/Ok4ljDgjgX",364,0,0,[]
704,2016-12-29,"@RealSexyCyborg 

Same poisonous toxic people who have been attacking gaming..",1116,0,0,[]
710,2016-12-29,RT @norm: 2016 was the tin of cookies that turned out to be filled with sewing supplies.,546,0,0,[]
715,2016-12-29,RT @TheAmazingGifs: Girls Vs. Boys How they differ (Number 2 Is Hilarious) https://t.co/ssJTQnqeow,32358,0,0,[]
720,2016-12-29,Here are the #Healthy reasons to be playful and fun! https://t.co/DOnwG69BR0 #wellness #play #fun,41265,0,0,"[{'text': 'Healthy', 'indices': [13, 21]}, {'text': 'wellness', 'indices': [77, 86]}, {'text': 'play', 'indices': [87, 92]}, {'text': 'fun', 'indices': [93, 97]}]"
726,2016-12-29,RT @jameswaless: 15 Cancer Symptoms Women Should Never Ignore https://t.co/I0kHQMGdNk https://t.co/iEDtfTmexa,17414,0,0,[]
728,2016-12-29,RT @CrowdFundGurus: Meteorite #Jewellery Meteorite #Necklace #pendant #gifts JabberDuck https://t.co/ziS6xzIH7b https://t.co/FIcLI9WQ2S,38,0,0,"[{'text': 'Jewellery', 'indices': [30, 40]}, {'text': 'Necklace', 'indices': [51, 60]}, {'text': 'pendant', 'indices': [61, 69]}, {'text': 'gifts', 'indices': [70, 76]}]"
739,2016-12-29,@LeonLush DM me real quick,191,0,0,[]
742,2016-12-29,welp.  i guess i'm cut,399,0,0,[]
743,2016-12-29,Business karma #ShouldIStartaPodcast #podcasting #podcast https://t.co/sQHLTw2plY,22,0,0,"[{'text': 'ShouldIStartaPodcast', 'indices': [15, 36]}, {'text': 'podcasting', 'indices': [37, 48]}, {'text': 'podcast', 'indices': [49, 57]}]"
746,2016-12-29,"Photos: Mark Angel comedy actor, Denilson Igwe acquires new whip,view at https://t.co/V8ve6YJRB3",1749,0,0,[]
749,2016-12-29,@supimrolo Yee. Don't be clicking those random links that be popping up. Niggas can snatch yo shit quick now days. It's crazy,9963,0,0,[]
750,2016-12-29,RT @CraziestSex: now everything makes sense https://t.co/13M4KOC66P,104,0,0,[]
769,2016-12-29,"Committing to your goals is one thing, but you get an eerie se... More for Gemini https://t.co/dySkQC8by9",148,0,0,[]
771,2016-12-29,Boutta use this https://t.co/TikLscbxMO,343,0,0,[]
777,2016-12-29,"Night shift is cool, but omg I get so mfn bored.",1032,0,0,[]
778,2016-12-29,New Zealand 8 bone French Rack Lamb (4- Racks Total weight 3 lbs.- 3.5 lbs.) - https://t.co/WLlIR53eDn,3019,0,0,[]
786,2016-12-29,@ocpeace2000 @cnni sure,1652,0,0,[]
792,2016-12-29,@_TyrellLamar https://t.co/0txGbuNM6x,1475,0,0,[]
802,2016-12-29,@PLAYMFS @sehurn_ rep,7539,0,0,[]
808,2016-12-29,shambhala https://t.co/8hcy8eHlG0,7,0,0,[]
809,2016-12-29,Just should play on console so I can hit gm and call it good.,1582,0,0,[]
810,2016-12-29,If somebody would like to have an amazing phone convo right now fav this &amp; I'll bless your soul,14263,0,0,[]
814,2016-12-29,RT @DiscoverBaddies: Persian Baddie https://t.co/Q1ReRcqdQQ,113644,0,0,[]
822,2016-12-29,RT @DiscoverBaddies: Persian Baddie https://t.co/Q1ReRcqdQQ,48283,0,0,[]
824,2016-12-29,"Watch lesbian movie: https://t.co/cbppZO4l5m
Diamond Kitty Wearing Platform High Heels Enjoying Anal https://t.co/A9IOkngSos",13777,0,0,[]
825,2016-12-29,#NowPlaying https://t.co/tL9kPfDU3W,20,0,0,"[{'text': 'NowPlaying', 'indices': [0, 11]}]"
830,2016-12-29,RT @Baayyliee: Twitter is where I thrive,357,0,0,[]
832,2016-12-29,RT @sleepygrl94: what does this mean https://t.co/ynvqIgOobD,297,0,0,[]
